,prices,address,bed_num,home_type,city,zip_code,baths,sqft,state,zipcode,county
273,"$299,000",24000 Bordman Rd,4.0, House for sale, Armada, MI 48005,2.0,1917.0,MI,48005,26099
274,"$215,000",661 N State St,3.0, House for sale, Ionia, MI 48846,2.0,1520.0,MI,48846,26067
275,"$210,000",5331 N Sprinkle Rd,3.0, House for sale, Kalamazoo, MI 49004,2.0,1470.0,MI,49004,26077
276,"$290,000",2332 Rutherford Rd,3.0, House for sale, Bloomfield Hills, MI 48302,1.0,1526.0,MI,48302,26125
277,"$479,000",7830 Herrington Ave NE,3.0, House for sale, Belmont, MI 49306,3.0,3400.0,MI,49306,26081
278,"$130,000",3955 Keystone Ln,2.0, House for sale, Elmira, MI 49730,2.0,1080.0,MI,49730,26137
279,"$130,000",3955 Keystone Ln,2.0, House for sale, Elmira, MI 49730,2.0,1080.0,MI,49730,26029
280,"$130,000",3955 Keystone Ln,2.0, House for sale, Elmira, MI 49730,2.0,1080.0,MI,49730,26009
281,"$384,999",5107 Bricker Rd,3.0, Coming soon, Kenockee, MI 48006,3.0,1600.0,MI,48006,26147
282,"$240,000",13473 Perry Cir,3.0, Coming soon, Warren, MI 48088,2.0,1300.0,MI,48088,26099
283,"$139,000",11580 S Hillsdale Rd,4.0, House for sale, Camden, MI 49232,1.0,1896.0,MI,49232,26059
284,"$119,900",7951 Roosevelt St,2.0, House for sale, Taylor, MI 48180,1.0,1077.0,MI,48180,26163
285,"$135,000",15161 Sprenger Ave,3.0, Coming soon, Eastpointe, MI 48021,2.0,1352.0,MI,48021,26099
286,"$165,000",14772 Rosemary St,3.0, House for sale, Detroit, MI 48213,2.0,1572.0,MI,48213,26163
287,"$320,000",9140 Four Mile Rd,4.0, House for sale, Hesperia, MI 49421,2.0,2420.0,MI,49421,26123
288,"$320,000",9140 Four Mile Rd,4.0, House for sale, Hesperia, MI 49421,2.0,2420.0,MI,49421,26127
289,"$209,900",6433 Mead St,3.0, Coming soon, Dearborn, MI 48126,2.0,1204.0,MI,48126,26163
290,"$126,900",1023 E Main St,3.0, House for sale, Benton Harbor, MI 49022,2.0,1790.0,MI,49022,26159
291,"$126,900",1023 E Main St,3.0, House for sale, Benton Harbor, MI 49022,2.0,1790.0,MI,49022,26021
292,"$139,900",1337 Bishop Ave,3.0, House for sale, Benton Harbor, MI 49022,1.0,1100.0,MI,49022,26159
293,"$139,900",1337 Bishop Ave,3.0, House for sale, Benton Harbor, MI 49022,1.0,1100.0,MI,49022,26021
294,"$89,900",29482 Oakhill Ct,4.0, Home for sale, Rockwood, MI 48173,3.0,2128.0,MI,48173,26163
295,"$475,000",14865 Stoney Brook Dr W,4.0, House for sale, Shelby Township, MI 48315,4.0,2400.0,MI,48315,26099
296,"$178,000",432 N Sherwood Ave,4.0, House for sale, Plainwell, MI 49080,2.0,1904.0,MI,49080,26005
297,"$178,000",432 N Sherwood Ave,4.0, House for sale, Plainwell, MI 49080,2.0,1904.0,MI,49080,26077
298,"$178,000",432 N Sherwood Ave,4.0, House for sale, Plainwell, MI 49080,2.0,1904.0,MI,49080,26015
299,"$199,900",132 S Main St,4.0, Multi-family home for sale, Olivet, MI 49076,2.0,2200.0,MI,49076,26025
300,"$199,900",132 S Main St,4.0, Multi-family home for sale, Olivet, MI 49076,2.0,2200.0,MI,49076,26045
301,"$200,000",22638 Cranbrook St,3.0, House for sale, Woodhaven, MI 48183,2.0,1532.0,MI,48183,26163
302,"$280,000",2253 Sheffield Dr,3.0, House for sale, Kalamazoo, MI 49008,2.0,1464.0,MI,49008,26077
303,"$150,000",28370 Bredow Ave,2.0, Foreclosure, Romulus, MI 48174,2.0,922.0,MI,48174,26163
304,"$259,000",1122 Clearwater Blvd,2.0, House for sale, White Lake, MI 48386,1.0,728.0,MI,48386,26125
305,"$159,222",513 Chippewa Trl,3.0, House for sale, Prudenville, MI 48651,2.0,1200.0,MI,48651,26143
306,"$232,000",5815 Lake Dr,4.0, House for sale, Haslett, MI 48840,2.0,1912.0,MI,48840,26037
307,"$232,000",5815 Lake Dr,4.0, House for sale, Haslett, MI 48840,2.0,1912.0,MI,48840,26065
308,"$232,000",5815 Lake Dr,4.0, House for sale, Haslett, MI 48840,2.0,1912.0,MI,48840,26155
309,"$240,000",414 Creston Ave,3.0, House for sale, Kalamazoo, MI 49001,1.0,1352.0,MI,49001,26077
310,"$209,000",5347 Dearing Dr,3.0, Coming soon, Flint, MI 48506,3.0,1500.0,MI,48506,26049
311,"$389,000",1511 Bernice Ave,2.0, House for sale, Saint Joseph, MI 49085,2.0,1687.0,MI,49085,26021
312,"$424,900",9142 Hull Ln NE,3.0, House for sale, Greenville, MI 48838,2.0,1365.0,MI,48838,26081
313,"$424,900",9142 Hull Ln NE,3.0, House for sale, Greenville, MI 48838,2.0,1365.0,MI,48838,26067
314,"$424,900",9142 Hull Ln NE,3.0, House for sale, Greenville, MI 48838,2.0,1365.0,MI,48838,26117
315,"$130,000",24395 Currier St,3.0, Coming soon, Dearborn Heights, MI 48125,2.0,925.0,MI,48125,26163
316,"$320,000",15436 Flowerfield Rd,1.0, House for sale, Three Rivers, MI 49093,1.0,2020.0,MI,49093,26149
317,"$320,000",15436 Flowerfield Rd,1.0, House for sale, Three Rivers, MI 49093,1.0,2020.0,MI,49093,26027
318,"$265,000",1910 Curtis Rd,4.0, House for sale, Birch Run, MI 48415,2.0,2018.0,MI,48415,26145
319,"$265,000",1910 Curtis Rd,4.0, House for sale, Birch Run, MI 48415,2.0,2018.0,MI,48415,26049
320,"$265,000",1910 Curtis Rd,4.0, House for sale, Birch Run, MI 48415,2.0,2018.0,MI,48415,26157
321,"$340,000",306 N Ann Arbor St,3.0, House for sale, Saline, MI 48176,2.0,1783.0,MI,48176,26161
322,"$340,000",306 N Ann Arbor St,3.0, House for sale, Saline, MI 48176,2.0,1783.0,MI,48176,26091
323,"$164,000",18356 Oxbow Dr,2.0, House for sale, Barryton, MI 49305,1.0,1156.0,MI,49305,26073
324,"$164,000",18356 Oxbow Dr,2.0, House for sale, Barryton, MI 49305,1.0,1156.0,MI,49305,26107
325,"$349,900",721 Nelson St,4.0, House for sale, Brighton, MI 48116,3.0,2002.0,MI,48116,26093
326,"$439,000",341 S Glengarry Rd,3.0, House for sale, Bloomfield Hills, MI 48301,3.0,1512.0,MI,48301,26125
327,"$649,000",4887 Beacon Hill Dr,4.0, House for sale, Bloomfield Hills, MI 48301,3.0,3000.0,MI,48301,26125
